entry,family,generation,params_B,release,n_obs,eci_A,eci_A_lo,eci_A_hi,eci_B,eci_B_lo,eci_B_hi,eci_C,eci_C_lo,eci_C_hi,eci_published
Phi-4-mini-instruct [Instruct/chat],Phi,Phi-4,3.836,2025-02,6,120.03762664891298,117.60472449944128,122.96013555145758,120.9599261173418,119.38925189347592,123.60343957060977,119.74619659178282,117.76012940560264,122.76595438244726,
Qwen-1.8B-Chat [Instruct/chat],Qwen,Qwen (v1),1.8,2023-11,7,97.41208662212293,93.64107933082053,100.48024591768011,97.42411364326277,96.62823060950177,98.09051601856972,100.35751631716178,97.07936798323723,103.6287528219837,
Qwen-14B-Chat [Instruct/chat],Qwen,Qwen (v1),14.0,2023-09,8,108.6780389794289,106.70282424912135,110.64154215698981,109.02766286511535,108.22327866330089,110.38167508527519,110.25787922798669,108.93025490113637,112.60483002859937,
Qwen-7B-Chat [Instruct/chat],Qwen,Qwen (v1),7.0,2023-08,8,104.60402659122663,102.42691915274573,106.76060984415425,104.81008840380396,103.65999255645119,105.82023733415119,106.80470389418035,104.98771652231962,109.06460966285728,
Qwen1.5-0.5B-Chat [Instruct/chat],Qwen,Qwen1.5,0.5,2024-02,12,74.65966723405327,62.96647138358788,83.29644745060065,74.25262390525396,64.17072249760523,86.08351849157381,82.41220546007764,77.14487101063443,90.63628348788876,
Qwen1.5-1.8B [Base (no official chat academic scores)],Qwen,Qwen1.5,1.8,2024-02,7,100.24501858558467,97.60773616230131,103.12026863752442,100.35655902947882,99.44439463767392,101.10282579552847,102.83556640916387,99.5514260968925,105.78964879320472,
Qwen1.5-1.8B-Chat [Instruct/chat],Qwen,Qwen1.5,1.8,2024-02,12,90.08679319606864,84.22709607629061,94.84276897873306,90.82058986062026,87.43138005945576,94.17974787259877,94.10308198665655,92.2964975676775,97.98022983126988,
Qwen1.5-14B [Base (no official chat academic scores)],Qwen,Qwen1.5,14.0,2024-02,8,110.6954648945307,108.00315794185624,113.3978521251589,111.0881014188342,109.88495069060548,113.26599887306966,111.95149948174412,110.55483423706778,114.03234375186382,
Qwen1.5-14B-Chat [Instruct/chat],Qwen,Qwen1.5,14.0,2024-02,13,106.87093286054784,101.40612445251128,114.32318663049485,107.56983035065589,102.761012695459,115.01663924236044,108.57206607296136,105.54732415251209,115.33942900248464,
Qwen1.5-32B [Base (no official chat academic scores)],Qwen,Qwen1.5,32.0,2024-04,8,113.43055800201269,110.49815646716111,116.25233696192008,113.88079802058323,112.31951909864047,117.25885765935664,114.3623705694646,112.7725426993371,117.17747951143518,
Qwen1.5-32B-Chat [Instruct/chat],Qwen,Qwen1.5,32.0,2024-02,12,117.93752887064136,113.35374203224924,121.05902432895631,118.52164019825321,113.54205336010247,121.21133333421305,118.3324324199877,115.83293286953719,121.33047835082523,
Qwen1.5-4B [Base (no official chat academic scores)],Qwen,Qwen1.5,4.0,2024-02,8,104.03994414694048,100.63662546209358,107.57556969941375,104.18671822731253,101.13483953427867,106.77550426304417,106.3022801037223,103.88334970080335,109.48209083517874,
Qwen1.5-4B-Chat [Instruct/chat],Qwen,Qwen1.5,4.0,2024-02,11,98.16250567333353,94.82670005846519,103.44791228703662,99.04873730499928,95.45751475244724,103.19520768224498,101.00272603772105,99.1137787512502,104.89947343736553,
Qwen1.5-7B [Base (no official chat academic scores)],Qwen,Qwen1.5,7.0,2024-02,8,107.54640687454665,104.97263532134139,109.93268093705179,107.83710925050464,105.7972160608419,109.94102043751555,109.23135685333892,107.45369039597885,111.94603229796655,
Qwen1.5-7B-Chat [Instruct/chat],Qwen,Qwen1.5,7.0,2024-02,13,100.9395905767179,96.70851214033867,108.8335434169975,101.71519184808892,96.27460689975885,108.44219234219136,103.35141994347582,100.87948273410983,109.90717505027084,
Qwen2-0.5B-Instruct [Instruct/chat],Qwen,Qwen2,0.5,2024-06,11,96.16391075601793,86.27304667016345,100.96708304577672,96.46869833491428,91.51573316591917,99.34079213383589,99.28507081302456,90.95589497116968,104.20018134476632,
Qwen2-1.5B-Instruct [Instruct/chat],Qwen,Qwen2,1.5,2024-06,11,106.41954419492149,102.43018096720414,108.78504208484985,106.78136656299566,104.15017930816376,108.94905068404867,108.13390703976826,103.90323565102577,110.9383716730056,
Qwen2-7B-Instruct [Instruct/chat],Qwen,Qwen2,7.0,2024-06,18,119.11759684158145,116.98961268794974,121.52482153538385,119.8059316582502,118.51435682581453,121.21234922211707,119.2028212805599,117.61497943614846,121.03906407304719,
Qwen2.5-0.5B-Instruct [Instruct/chat],Qwen,Qwen2.5,0.5,2024-09,15,105.99867694074355,102.03546044882884,108.64644224534067,106.46081529813077,103.90592486629659,108.60016454983484,107.70681468062917,104.42643538420892,110.81548769734593,
Qwen2.5-1.5B-Instruct [Instruct/chat],Qwen,Qwen2.5,1.5,2024-09,17,114.62718920646529,111.29950599009626,116.69440805852697,115.0950459948834,112.95972474557351,116.6881682944229,115.25313543201308,112.72752694111203,117.05528665425312,
Qwen2.5-14B-Instruct [Instruct/chat],Qwen,Qwen2.5,14.0,2024-09,18,128.0476513308115,126.63201990192896,129.49971740581543,128.25076610752438,127.60193028880278,128.81752838866336,127.78065367176484,126.33751801515143,129.25880976993162,
Qwen2.5-32B-Instruct [Instruct/chat],Qwen,Qwen2.5,32.0,2024-09,18,130.4450051222496,129.09422581665874,131.79549666306468,130.63766715157502,130.07838412174593,131.15515153309238,130.08341090270397,128.49685838894845,131.75209690634648,
