draw,entry,eci
19,Gemma 3 12B [Pretrained (PT)],114.91600198419134
19,Gemma 3 1B IT [Instruction-tuned (IT)],108.67934101825286
19,Gemma 3 1B [Pretrained (PT)],82.08177969900734
19,Gemma 3 27B IT [Instruction-tuned (IT)],129.5480285981912
19,Gemma 3 27B [Pretrained (PT)],120.14989060793891
19,Gemma 3 4B IT [Instruction-tuned (IT)],120.94108104294895
19,Gemma 3 4B [Pretrained (PT)],104.49037837425598
19,Gemma 3n E2B IT [Instruction-tuned (IT)],116.33489800022508
19,Gemma 3n E2B [Pretrained (PT)],101.8522535448099
19,Gemma 3n E4B IT [Instruction-tuned (IT)],118.54053510641148
19,Gemma 3n E4B [Pretrained (PT)],108.15881605438202
19,"Gemma 4 12B [IT, Thinking mode]",143.26733646431467
19,"Gemma 4 26B A4B [IT, Thinking mode]",143.9209660035562
19,"Gemma 4 31B [IT, Thinking mode]",145.68898013105425
19,"Gemma 4 E2B [IT, Thinking mode]",132.75627413227832
19,"Gemma 4 E4B [IT, Thinking mode]",136.19220713220787
19,Gemma 7B IT [Instruction-tuned (IT)],103.13772042579117
19,Gemma 7B [Pretrained (PT)],107.79949242931717
19,Llama-2-13b-chat-hf [Instruct/chat],99.60221079435935
19,Llama-2-13b-hf [Pretrained (PT)],106.23093590650565
19,Llama-2-7b-chat-hf [Instruct/chat],97.54670597536176
19,Llama-2-7b-hf [Pretrained (PT)],100.20718246562058
19,Llama-3.1-8B [Pretrained (PT)],96.28162967587242
19,Llama-3.1-8B-Instruct [Instruct/chat],116.09420753842141
19,Llama-3.2-1B [Pretrained (PT)],93.59742263698595
19,Llama-3.2-1B-Instruct [Instruct/chat],114.04959417192643
19,Llama-3.2-3B [Pretrained (PT)],96.75448771444198
19,Llama-3.2-3B-Instruct [Instruct/chat],119.27879411376249
19,Meta-Llama-3-8B [Pretrained (PT)],100.39053944488035
19,Meta-Llama-3-8B-Instruct [Instruct/chat],118.27325032586128
19,OLMo-1B-hf [Pretrained (PT)],96.92173872582038
19,OLMo-2-1124-7B-Instruct [Instruct/chat],116.01664335484332
19,OLMo-7B-Instruct-hf [Instruct/chat],100.59428366426482
19,OLMo-7B-hf [Pretrained (PT)],100.55111634061849
19,OLMoE-1B-7B-0125-Instruct [Instruct/chat],117.66666003051405
19,OLMoE-1B-7B-0924 [Pretrained (PT)],99.09487603016439
19,OLMoE-1B-7B-0924-Instruct [Instruct/chat],109.67182888473403
19,Phi-3-medium-128k-instruct [Instruct/chat],120.13332712819323
19,Phi-3-medium-4k-instruct [Instruct/chat],120.09276928041523
19,Phi-3-mini-128k-instruct [Instruct/chat],117.31722588897506
19,Phi-3-mini-4k-instruct [Instruct/chat],118.191599086516
19,Phi-3-small-128k-instruct [Instruct/chat],121.14423095663005
19,Phi-3-small-8k-instruct [Instruct/chat],120.1036748274777
19,Phi-3.5-mini-instruct [Instruct/chat],118.29459916287959
19,Phi-4-mini-instruct [Instruct/chat],124.24022092242893
19,Qwen-1.8B-Chat [Instruct/chat],102.09260794462283
19,Qwen-14B-Chat [Instruct/chat],108.85005163326944
19,Qwen-7B-Chat [Instruct/chat],104.91907944025411
19,Qwen1.5-0.5B-Chat [Instruct/chat],81.38763692906154
19,Qwen1.5-1.8B [Base (no official chat academic scores)],102.82116826721824
19,Qwen1.5-1.8B-Chat [Instruct/chat],95.74155350323224
19,Qwen1.5-14B [Base (no official chat academic scores)],110.10226217377209
19,Qwen1.5-14B-Chat [Instruct/chat],108.31394803317056
19,Qwen1.5-32B [Base (no official chat academic scores)],115.23229057657633
19,Qwen1.5-32B-Chat [Instruct/chat],115.79445958046054
19,Qwen1.5-4B [Base (no official chat academic scores)],106.41596866140969
19,Qwen1.5-4B-Chat [Instruct/chat],103.1441420864366
19,Qwen1.5-7B [Base (no official chat academic scores)],108.45187390334732
19,Qwen1.5-7B-Chat [Instruct/chat],102.58544026643338
19,Qwen2-0.5B-Instruct [Instruct/chat],103.13310261734026
19,Qwen2-1.5B-Instruct [Instruct/chat],108.02616281643104
19,Qwen2-7B-Instruct [Instruct/chat],119.07551967763807
19,Qwen2.5-0.5B-Instruct [Instruct/chat],108.56734407418466
19,Qwen2.5-1.5B-Instruct [Instruct/chat],113.71635315781934
19,Qwen2.5-14B-Instruct [Instruct/chat],127.4042904027239
19,Qwen2.5-32B-Instruct [Instruct/chat],129.18087360478106
19,Qwen2.5-3B-Instruct [Instruct/chat],117.46516965133145
19,Qwen2.5-7B-Instruct [Instruct/chat],124.39826125206885
19,Qwen3-0.6B [Non-thinking mode],100.08639672915274
19,Qwen3-0.6B [Thinking mode],113.05006237517095
19,Qwen3-1.7B [Non-thinking mode],116.91401838150529
19,Qwen3-1.7B [Thinking mode],124.57687716198143
19,Qwen3-14B [Non-thinking mode],128.93289161329213
19,Qwen3-14B [Thinking mode],138.31074426158202
19,Qwen3-30B-A3B [Non-thinking mode],129.70964050564174
19,Qwen3-30B-A3B [Thinking mode],137.57497597457538
19,Qwen3-30B-A3B-Instruct-2507 [Instruct (non-thinking)],136.22870393324544
19,Qwen3-30B-A3B-Thinking-2507 [Thinking],140.96207877666575
19,Qwen3-32B [Non-thinking mode],129.98116504928893
19,Qwen3-32B [Thinking mode],138.93237267083256
19,Qwen3-4B [Non-thinking mode],126.14702466245643
19,Qwen3-4B [Thinking mode],135.29414138306825
19,Qwen3-4B-Instruct-2507 [Instruct (non-thinking)],132.7157606022728
19,Qwen3-4B-Thinking-2507 [Thinking],136.79575365773863
19,Qwen3-8B [Non-thinking mode],126.69262596017951
19,Qwen3-8B [Thinking mode],136.9212438007787
19,Qwen3.5-0.8B [Non-thinking rows],106.22188463969604
19,Qwen3.5-0.8B [Thinking (default)],110.96118719524726
19,Qwen3.5-27B [Thinking (default)],145.64512910114377
19,Qwen3.5-2B [Non-thinking rows],121.3830059420542
19,Qwen3.5-2B [Thinking (default)],130.10936454905723
19,Qwen3.5-35B-A3B [Thinking (default)],143.90114413256205
19,Qwen3.5-4B [Thinking (default)],140.82928319590354
19,Qwen3.5-9B [Thinking (default)],143.05276810351043
19,Qwen3.6-27B [Thinking (default)],147.64229473645375
19,Qwen3.6-35B-A3B [Thinking (default)],144.18745652835992
19,Qwen3.8-27B [Thinking (default)],154.98454451720275
19,SmolLM-1.7B [Pretrained (PT)],97.6101505288267
19,SmolLM-1.7B-Instruct [Instruct/chat],96.69000115929767
19,SmolLM-135M [Pretrained (PT)],92.30961658117019
19,SmolLM-135M-Instruct [Instruct/chat],90.32023909624543
19,SmolLM-360M [Pretrained (PT)],94.38626401193761
19,SmolLM-360M-Instruct [Instruct/chat],99.10424661703682
19,SmolLM2-1.7B [Pretrained (PT)],105.963547097645
19,SmolLM2-1.7B-Instruct [Instruct/chat],102.946140815789
19,SmolLM2-135M [Pretrained (PT)],94.51798650274232
19,SmolLM2-135M-Instruct [Instruct/chat],102.53883949404073
19,SmolLM2-360M [Pretrained (PT)],99.68230500129181
19,SmolLM2-360M-Instruct [Instruct/chat],83.60893092692213
19,phi-1 [Pretrained (PT)],98.45797551309279
19,phi-1_5 [Pretrained (PT)],98.21943155343791
19,phi-2 [Pretrained (PT)],108.56839090070451
19,phi-4 [Pretrained (PT)],130.7502857543265
20,Gemma 1.1 2B IT [Instruction-tuned (IT)],94.40064072206634
20,Gemma 1.1 7B IT [Instruction-tuned (IT)],105.61104074985417
20,Gemma 2 27B IT [Instruction-tuned (IT)],124.01355324870374
20,Gemma 2 27B [Pretrained (PT)],114.35873515372595
20,Gemma 2 2B IT [Instruction-tuned (IT)],108.09833037591557
20,Gemma 2 2B [Pretrained (PT)],99.18065371514693
20,Gemma 2 9B IT [Instruction-tuned (IT)],119.77535214051494
20,Gemma 2 9B [Pretrained (PT)],114.44648302423975
20,Gemma 2B IT [Instruction-tuned (IT)],91.95395976666984
20,Gemma 2B [Pretrained (PT)],93.10508293999061
20,Gemma 3 12B IT [Instruction-tuned (IT)],127.96719883166094
20,Gemma 3 12B [Pretrained (PT)],114.7053056345676
20,Gemma 3 1B IT [Instruction-tuned (IT)],110.54445248739057
20,Gemma 3 1B [Pretrained (PT)],84.20539355216256
20,Gemma 3 27B IT [Instruction-tuned (IT)],130.0786056666627
20,Gemma 3 27B [Pretrained (PT)],118.0321816075366
20,Gemma 3 4B IT [Instruction-tuned (IT)],120.7362595419946
20,Gemma 3 4B [Pretrained (PT)],106.53086895898245
20,Gemma 3n E2B IT [Instruction-tuned (IT)],116.31064322128783
20,Gemma 3n E2B [Pretrained (PT)],101.1550833956523
20,Gemma 3n E4B IT [Instruction-tuned (IT)],117.75258626535526
20,Gemma 3n E4B [Pretrained (PT)],108.46442259575475
20,"Gemma 4 12B [IT, Thinking mode]",143.2872511706023
20,"Gemma 4 26B A4B [IT, Thinking mode]",146.80958926667824
20,"Gemma 4 31B [IT, Thinking mode]",148.98477032077633
20,"Gemma 4 E2B [IT, Thinking mode]",130.09332396615116
20,"Gemma 4 E4B [IT, Thinking mode]",134.92681395093155
20,Gemma 7B IT [Instruction-tuned (IT)],100.55370276321375
20,Gemma 7B [Pretrained (PT)],109.01402992614892
20,Llama-2-13b-chat-hf [Instruct/chat],95.12018829688475
20,Llama-2-13b-hf [Pretrained (PT)],108.25921785865893
20,Llama-2-7b-chat-hf [Instruct/chat],100.84191798842338
20,Llama-2-7b-hf [Pretrained (PT)],100.4687715330637
20,Llama-3.1-8B [Pretrained (PT)],114.1474218947336
20,Llama-3.1-8B-Instruct [Instruct/chat],113.73845090918704
20,Llama-3.2-1B [Pretrained (PT)],78.9592845073247
20,Llama-3.2-1B-Instruct [Instruct/chat],106.84287412031455
20,Llama-3.2-3B [Pretrained (PT)],84.21444986229734
20,Llama-3.2-3B-Instruct [Instruct/chat],112.57339903518826
20,Meta-Llama-3-8B [Pretrained (PT)],97.83072102915054
20,Meta-Llama-3-8B-Instruct [Instruct/chat],116.74394025199643
20,OLMo-1B-hf [Pretrained (PT)],89.87045252118091
20,OLMo-2-1124-7B-Instruct [Instruct/chat],116.50192344046934
20,OLMo-7B-Instruct-hf [Instruct/chat],99.48628964717034
20,OLMo-7B-hf [Pretrained (PT)],94.41384297100652
20,OLMoE-1B-7B-0125-Instruct [Instruct/chat],105.96614044445963
20,OLMoE-1B-7B-0924 [Pretrained (PT)],89.6603146489225
20,OLMoE-1B-7B-0924-Instruct [Instruct/chat],104.83561814399813
20,Phi-3-medium-128k-instruct [Instruct/chat],121.72399678882374
20,Phi-3-medium-4k-instruct [Instruct/chat],122.14007643218415
20,Phi-3-mini-128k-instruct [Instruct/chat],119.90785784069391
20,Phi-3-mini-4k-instruct [Instruct/chat],118.70250085108817
20,Phi-3-small-128k-instruct [Instruct/chat],121.93263519153867
20,Phi-3-small-8k-instruct [Instruct/chat],122.13079813114268
20,Phi-3.5-mini-instruct [Instruct/chat],120.18081105464927
20,Phi-4-mini-instruct [Instruct/chat],121.06802364037094
20,Qwen-1.8B-Chat [Instruct/chat],95.8909680277853
20,Qwen-14B-Chat [Instruct/chat],109.98790664478815
20,Qwen-7B-Chat [Instruct/chat],105.00037937258818
20,Qwen1.5-0.5B-Chat [Instruct/chat],71.33268842628054
20,Qwen1.5-1.8B [Base (no official chat academic scores)],99.97963471834582
20,Qwen1.5-1.8B-Chat [Instruct/chat],91.29754171769603
20,Qwen1.5-14B [Base (no official chat academic scores)],112.15235124465636
20,Qwen1.5-14B-Chat [Instruct/chat],106.38941217921524
20,Qwen1.5-32B [Base (no official chat academic scores)],116.64538042663484
20,Qwen1.5-32B-Chat [Instruct/chat],119.74411691194172
20,Qwen1.5-4B [Base (no official chat academic scores)],101.97803625742687
20,Qwen1.5-4B-Chat [Instruct/chat],102.66368487584126
20,Qwen1.5-7B [Base (no official chat academic scores)],109.53625425106198
20,Qwen1.5-7B-Chat [Instruct/chat],105.57600043756133
20,Qwen2-0.5B-Instruct [Instruct/chat],96.5236296611958
20,Qwen2-1.5B-Instruct [Instruct/chat],107.11348237558933
20,Qwen2-7B-Instruct [Instruct/chat],118.74763736578473
20,Qwen2.5-0.5B-Instruct [Instruct/chat],104.18395289978764
20,Qwen2.5-1.5B-Instruct [Instruct/chat],113.6509128284966
20,Qwen2.5-14B-Instruct [Instruct/chat],128.99546297782973
20,Qwen2.5-32B-Instruct [Instruct/chat],130.193495684425
20,Qwen2.5-3B-Instruct [Instruct/chat],121.00532351172978
20,Qwen2.5-7B-Instruct [Instruct/chat],125.70243934271728
20,Qwen3-0.6B [Non-thinking mode],89.10070869216122
20,Qwen3-0.6B [Thinking mode],111.53205220297951
20,Qwen3-1.7B [Non-thinking mode],117.38737006272453
20,Qwen3-1.7B [Thinking mode],126.16908986750789
20,Qwen3-14B [Non-thinking mode],128.12824407682987
20,Qwen3-14B [Thinking mode],137.000584568127
20,Qwen3-30B-A3B [Non-thinking mode],128.65211942927408
20,Qwen3-30B-A3B [Thinking mode],136.8964423235481
20,Qwen3-30B-A3B-Instruct-2507 [Instruct (non-thinking)],137.0744437242746
20,Qwen3-30B-A3B-Thinking-2507 [Thinking],141.6668666969074
20,Qwen3-32B [Non-thinking mode],129.13910607088178
20,Qwen3-32B [Thinking mode],138.59667109923973
20,Qwen3-4B [Non-thinking mode],125.55739800353594
20,Qwen3-4B [Thinking mode],135.00971669471224
20,Qwen3-4B-Instruct-2507 [Instruct (non-thinking)],133.33807255702274
20,Qwen3-4B-Thinking-2507 [Thinking],138.13305307731505
20,Qwen3-8B [Non-thinking mode],127.36714411536303
20,Qwen3-8B [Thinking mode],135.69111387818236
20,Qwen3.5-0.8B [Non-thinking rows],94.12463867093773
20,Qwen3.5-0.8B [Thinking (default)],107.96983952831707
20,Qwen3.5-27B [Thinking (default)],148.24791350298113
20,Qwen3.5-2B [Non-thinking rows],123.15493965607439
20,Qwen3.5-2B [Thinking (default)],131.4118410596626
20,Qwen3.5-35B-A3B [Thinking (default)],144.85010953366606
20,Qwen3.5-4B [Thinking (default)],142.81393971068456
20,Qwen3.5-9B [Thinking (default)],145.8942539726437
20,Qwen3.6-27B [Thinking (default)],149.4618421290566
20,Qwen3.6-35B-A3B [Thinking (default)],148.06638251597576
20,Qwen3.8-27B [Thinking (default)],154.03817749812907
20,SmolLM-1.7B [Pretrained (PT)],77.01190414591463
20,SmolLM-1.7B-Instruct [Instruct/chat],78.19728168094113
20,SmolLM-135M [Pretrained (PT)],81.38296030744984
20,SmolLM-135M-Instruct [Instruct/chat],75.93256528783144
20,SmolLM-360M [Pretrained (PT)],87.38121315353669
20,SmolLM-360M-Instruct [Instruct/chat],75.86966344526147
20,SmolLM2-1.7B [Pretrained (PT)],93.1087340971111
20,SmolLM2-1.7B-Instruct [Instruct/chat],105.58477231420758
20,SmolLM2-135M [Pretrained (PT)],87.09746603417825
20,SmolLM2-135M-Instruct [Instruct/chat],78.9507331301675
20,SmolLM2-360M [Pretrained (PT)],87.4674805957633
20,SmolLM2-360M-Instruct [Instruct/chat],97.81391745685706
20,phi-1 [Pretrained (PT)],81.83007218557069
20,phi-1_5 [Pretrained (PT)],79.6230643665524
20,phi-2 [Pretrained (PT)],111.66249879214479
20,phi-4 [Pretrained (PT)],128.572943820428
21,Gemma 1.1 2B IT [Instruction-tuned (IT)],83.26467632288833
21,Gemma 1.1 7B IT [Instruction-tuned (IT)],105.75159737010937
21,Gemma 2 27B IT [Instruction-tuned (IT)],122.35131133721679
21,Gemma 2 27B [Pretrained (PT)],116.53629239891534
21,Gemma 2 2B IT [Instruction-tuned (IT)],109.57405139607992
21,Gemma 2 2B [Pretrained (PT)],95.34408804629273
21,Gemma 2 9B IT [Instruction-tuned (IT)],119.63840528848502
21,Gemma 2 9B [Pretrained (PT)],113.958561705471
21,Gemma 2B IT [Instruction-tuned (IT)],88.25942153887183
21,Gemma 2B [Pretrained (PT)],94.89294185532312
21,Gemma 3 12B IT [Instruction-tuned (IT)],126.54882010194689
21,Gemma 3 12B [Pretrained (PT)],115.90047988513778
21,Gemma 3 1B IT [Instruction-tuned (IT)],105.6988966285212
21,Gemma 3 1B [Pretrained (PT)],85.81793415470399
21,Gemma 3 27B IT [Instruction-tuned (IT)],128.16839382316078
21,Gemma 3 27B [Pretrained (PT)],121.37423536539083
21,Gemma 3 4B IT [Instruction-tuned (IT)],123.4413332526843
21,Gemma 3 4B [Pretrained (PT)],101.73097330476648
21,Gemma 3n E2B IT [Instruction-tuned (IT)],114.34929297479432
21,Gemma 3n E2B [Pretrained (PT)],98.24820123399431
21,Gemma 3n E4B IT [Instruction-tuned (IT)],121.80228268924401
21,Gemma 3n E4B [Pretrained (PT)],104.96297711142361
21,"Gemma 4 12B [IT, Thinking mode]",140.2141910619162
21,"Gemma 4 26B A4B [IT, Thinking mode]",142.11513267378828
21,"Gemma 4 31B [IT, Thinking mode]",144.17012749719754
21,"Gemma 4 E2B [IT, Thinking mode]",129.83191375248416
21,"Gemma 4 E4B [IT, Thinking mode]",133.63956803550522
21,Gemma 7B IT [Instruction-tuned (IT)],99.07147363497205
21,Gemma 7B [Pretrained (PT)],110.57346807753582
21,Llama-2-13b-chat-hf [Instruct/chat],89.01657702162922
21,Llama-2-13b-hf [Pretrained (PT)],104.32752413675296
21,Llama-2-7b-chat-hf [Instruct/chat],100.18572712517417
21,Llama-2-7b-hf [Pretrained (PT)],95.90362574214157
21,Llama-3.1-8B [Pretrained (PT)],112.2410301552478
21,Llama-3.1-8B-Instruct [Instruct/chat],112.22756973755097
21,Llama-3.2-1B [Pretrained (PT)],74.13943285227491
21,Llama-3.2-1B-Instruct [Instruct/chat],91.2130060976417
21,Llama-3.2-3B [Pretrained (PT)],88.9476135112738
21,Llama-3.2-3B-Instruct [Instruct/chat],112.21940477627611
21,Meta-Llama-3-8B [Pretrained (PT)],109.95560398624838
21,Meta-Llama-3-8B-Instruct [Instruct/chat],116.32349706505113
21,OLMo-1B-hf [Pretrained (PT)],92.71629783774662
21,OLMo-2-1124-7B-Instruct [Instruct/chat],112.65091627323051
21,OLMo-7B-Instruct-hf [Instruct/chat],99.65461533957507
21,OLMo-7B-hf [Pretrained (PT)],76.5562343202777
21,OLMoE-1B-7B-0125-Instruct [Instruct/chat],88.70698580160278
21,OLMoE-1B-7B-0924 [Pretrained (PT)],89.04819126129495
21,OLMoE-1B-7B-0924-Instruct [Instruct/chat],103.6197045930966
21,Phi-3-medium-128k-instruct [Instruct/chat],120.37125980439419
21,Phi-3-medium-4k-instruct [Instruct/chat],120.61710643066694
21,Phi-3-mini-128k-instruct [Instruct/chat],114.6547820070748
21,Phi-3-mini-4k-instruct [Instruct/chat],117.580380254672
21,Phi-3-small-128k-instruct [Instruct/chat],120.00511825415794
21,Phi-3-small-8k-instruct [Instruct/chat],121.67387258701956
21,Phi-3.5-mini-instruct [Instruct/chat],119.17250900960151
21,Phi-4-mini-instruct [Instruct/chat],119.44914590753774
21,Qwen-1.8B-Chat [Instruct/chat],96.33654476408302
21,Qwen-14B-Chat [Instruct/chat],108.45372209167463
21,Qwen-7B-Chat [Instruct/chat],104.40551038599304
21,Qwen1.5-0.5B-Chat [Instruct/chat],71.44337623590508
21,Qwen1.5-1.8B [Base (no official chat academic scores)],99.80629328654243
21,Qwen1.5-1.8B-Chat [Instruct/chat],87.65646603795331
21,Qwen1.5-14B [Base (no official chat academic scores)],109.84608699770817
21,Qwen1.5-14B-Chat [Instruct/chat],103.02634760597522
21,Qwen1.5-32B [Base (no official chat academic scores)],114.5276560681495
21,Qwen1.5-32B-Chat [Instruct/chat],112.19311953392757
21,Qwen1.5-4B [Base (no official chat academic scores)],99.80096743961754
21,Qwen1.5-4B-Chat [Instruct/chat],98.23396238976525
21,Qwen1.5-7B [Base (no official chat academic scores)],109.0566011057151
21,Qwen1.5-7B-Chat [Instruct/chat],99.52351616550858
21,Qwen2-0.5B-Instruct [Instruct/chat],96.27432307722873
21,Qwen2-1.5B-Instruct [Instruct/chat],104.89631007359465
21,Qwen2-7B-Instruct [Instruct/chat],118.00178231775065
21,Qwen2.5-0.5B-Instruct [Instruct/chat],103.7397845719916
21,Qwen2.5-1.5B-Instruct [Instruct/chat],112.47640241525697
21,Qwen2.5-14B-Instruct [Instruct/chat],127.90492167214897
21,Qwen2.5-32B-Instruct [Instruct/chat],129.62693270293744
21,Qwen2.5-3B-Instruct [Instruct/chat],117.55074112084876
21,Qwen2.5-7B-Instruct [Instruct/chat],122.7993721546738
21,Qwen3-0.6B [Non-thinking mode],105.50223213474152
21,Qwen3-0.6B [Thinking mode],111.38425091417241
21,Qwen3-1.7B [Non-thinking mode],115.19193614737615
21,Qwen3-1.7B [Thinking mode],127.6087115376472
21,Qwen3-14B [Non-thinking mode],128.05303459453242
21,Qwen3-14B [Thinking mode],137.247425637341
21,Qwen3-30B-A3B [Non-thinking mode],130.28964206017585
21,Qwen3-30B-A3B [Thinking mode],137.13113447701136
21,Qwen3-30B-A3B-Instruct-2507 [Instruct (non-thinking)],136.5437528126273
21,Qwen3-30B-A3B-Thinking-2507 [Thinking],140.81057710363984
21,Qwen3-32B [Non-thinking mode],130.64193942716636
21,Qwen3-32B [Thinking mode],138.2053947239909
21,Qwen3-4B [Non-thinking mode],125.45836981681174
21,Qwen3-4B [Thinking mode],135.11986889866557
21,Qwen3-4B-Instruct-2507 [Instruct (non-thinking)],131.97287202193678
21,Qwen3-4B-Thinking-2507 [Thinking],137.84903592901807
21,Qwen3-8B [Non-thinking mode],127.35245219999499
21,Qwen3-8B [Thinking mode],136.28410691849783
21,Qwen3.5-0.8B [Non-thinking rows],110.48786497524924
21,Qwen3.5-0.8B [Thinking (default)],114.48432713897292
21,Qwen3.5-27B [Thinking (default)],147.0319040641146
21,Qwen3.5-2B [Non-thinking rows],120.0618104203569
21,Qwen3.5-2B [Thinking (default)],129.57728850165856
21,Qwen3.5-35B-A3B [Thinking (default)],144.45138782267978
21,Qwen3.5-4B [Thinking (default)],140.5573769998421
21,Qwen3.5-9B [Thinking (default)],143.72728862661467
21,Qwen3.6-27B [Thinking (default)],147.12616459997471
21,Qwen3.6-35B-A3B [Thinking (default)],145.33454950777588
21,Qwen3.8-27B [Thinking (default)],153.72897990838786
21,SmolLM-1.7B [Pretrained (PT)],70.23164083211958
21,SmolLM-1.7B-Instruct [Instruct/chat],68.8868060727084
21,SmolLM-135M [Pretrained (PT)],81.70245730922072
21,SmolLM-135M-Instruct [Instruct/chat],82.86455742413457
21,SmolLM-360M [Pretrained (PT)],92.1252901731819
21,SmolLM-360M-Instruct [Instruct/chat],90.38464776002338
21,SmolLM2-1.7B [Pretrained (PT)],93.73251844832207
21,SmolLM2-1.7B-Instruct [Instruct/chat],105.94642835084724
21,SmolLM2-135M [Pretrained (PT)],89.62554999214836
21,SmolLM2-135M-Instruct [Instruct/chat],95.68467137184506
21,SmolLM2-360M [Pretrained (PT)],90.51764657173925
21,SmolLM2-360M-Instruct [Instruct/chat],97.42297038315513
21,phi-1 [Pretrained (PT)],90.61731744204093
21,phi-1_5 [Pretrained (PT)],85.00286255263296
21,phi-2 [Pretrained (PT)],105.45674291895097
21,phi-4 [Pretrained (PT)],90.07604777682687
22,Gemma 1.1 2B IT [Instruction-tuned (IT)],88.70550890455102
22,Gemma 1.1 7B IT [Instruction-tuned (IT)],105.8947480039158
22,Gemma 2 27B IT [Instruction-tuned (IT)],122.45714491570779
22,Gemma 2 27B [Pretrained (PT)],114.4599205077082
22,Gemma 2 2B IT [Instruction-tuned (IT)],112.80474972639978
22,Gemma 2 2B [Pretrained (PT)],98.89705905207965
22,Gemma 2 9B IT [Instruction-tuned (IT)],120.44735210075876
22,Gemma 2 9B [Pretrained (PT)],111.9719100489315
22,Gemma 2B IT [Instruction-tuned (IT)],93.12889985081574
22,Gemma 2B [Pretrained (PT)],96.09129576147956
22,Gemma 3 12B IT [Instruction-tuned (IT)],125.82952448590248
22,Gemma 3 12B [Pretrained (PT)],113.36685684342466
22,Gemma 3 1B IT [Instruction-tuned (IT)],107.60681931991786
22,Gemma 3 1B [Pretrained (PT)],81.23987803570921
22,Gemma 3 27B IT [Instruction-tuned (IT)],127.42694118503428
22,Gemma 3 27B [Pretrained (PT)],117.92359460580955
22,Gemma 3 4B IT [Instruction-tuned (IT)],119.35044244426524
22,Gemma 3 4B [Pretrained (PT)],105.40956413168959
22,Gemma 3n E2B IT [Instruction-tuned (IT)],112.5439603447803
22,Gemma 3n E2B [Pretrained (PT)],99.01062150209425
22,Gemma 3n E4B IT [Instruction-tuned (IT)],119.96633515035012
22,Gemma 3n E4B [Pretrained (PT)],107.11810439727918
22,"Gemma 4 12B [IT, Thinking mode]",138.3866356194511
22,"Gemma 4 26B A4B [IT, Thinking mode]",143.2567985626579
22,"Gemma 4 31B [IT, Thinking mode]",145.14228373330607
22,"Gemma 4 E2B [IT, Thinking mode]",129.22285195910868
22,"Gemma 4 E4B [IT, Thinking mode]",132.33215572055667
22,Gemma 7B IT [Instruction-tuned (IT)],100.88533055083698
22,Gemma 7B [Pretrained (PT)],106.72453853532812
22,Llama-2-13b-chat-hf [Instruct/chat],105.61474410264144
22,Llama-2-13b-hf [Pretrained (PT)],106.93882922445667
22,Llama-2-7b-chat-hf [Instruct/chat],104.3700378293292
22,Llama-2-7b-hf [Pretrained (PT)],99.91534782877369
22,Llama-3.1-8B [Pretrained (PT)],96.4107800158625
22,Llama-3.1-8B-Instruct [Instruct/chat],115.06204996961738
22,Llama-3.2-1B [Pretrained (PT)],81.46674804163032
22,Llama-3.2-1B-Instruct [Instruct/chat],95.15461796946165
22,Llama-3.2-3B [Pretrained (PT)],104.62376253223859
22,Llama-3.2-3B-Instruct [Instruct/chat],116.73721298588337
22,Meta-Llama-3-8B [Pretrained (PT)],104.68655714111017
22,Meta-Llama-3-8B-Instruct [Instruct/chat],116.39944265029449
22,OLMo-1B-hf [Pretrained (PT)],96.69577761552867
22,OLMo-2-1124-7B-Instruct [Instruct/chat],109.17664140624562
22,OLMo-7B-Instruct-hf [Instruct/chat],103.94519175415022
22,OLMo-7B-hf [Pretrained (PT)],94.17436053300565
22,OLMoE-1B-7B-0125-Instruct [Instruct/chat],112.31873175481154
22,OLMoE-1B-7B-0924 [Pretrained (PT)],94.41985429661452
22,OLMoE-1B-7B-0924-Instruct [Instruct/chat],109.80720862357444
22,Phi-3-medium-128k-instruct [Instruct/chat],122.12182214594914
22,Phi-3-medium-4k-instruct [Instruct/chat],120.8418537582264
22,Phi-3-mini-128k-instruct [Instruct/chat],117.5121709464542
22,Phi-3-mini-4k-instruct [Instruct/chat],115.54322662662402
22,Phi-3-small-128k-instruct [Instruct/chat],119.54053630366195
22,Phi-3-small-8k-instruct [Instruct/chat],120.57749605348342
22,Phi-3.5-mini-instruct [Instruct/chat],118.8304727574321
22,Phi-4-mini-instruct [Instruct/chat],119.2903634227038
22,Qwen-1.8B-Chat [Instruct/chat],98.10412282785899
22,Qwen-14B-Chat [Instruct/chat],110.2501351933835
22,Qwen-7B-Chat [Instruct/chat],105.29997734729928
22,Qwen1.5-0.5B-Chat [Instruct/chat],89.1489064227246
22,Qwen1.5-1.8B [Base (no official chat academic scores)],99.30970337400377
22,Qwen1.5-1.8B-Chat [Instruct/chat],92.80975119582388
22,Qwen1.5-14B [Base (no official chat academic scores)],110.75766764327643
22,Qwen1.5-14B-Chat [Instruct/chat],106.05492037425886
22,Qwen1.5-32B [Base (no official chat academic scores)],116.42598101246705
22,Qwen1.5-32B-Chat [Instruct/chat],116.68277789635881
22,Qwen1.5-4B [Base (no official chat academic scores)],102.31113491814622
22,Qwen1.5-4B-Chat [Instruct/chat],99.90477435441963
22,Qwen1.5-7B [Base (no official chat academic scores)],106.24577604410861
22,Qwen1.5-7B-Chat [Instruct/chat],100.58172933302555
22,Qwen2-0.5B-Instruct [Instruct/chat],97.72933290972259
